dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_verticalPosition,delta_excess_verticalWidth,delta_excess_horizontalWidth,delta_excess_r,delta_excess_g,delta_excess_b,delta_excess_a,delta_excess_blinkFrequency,delta_excess_volume,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true,delta_excess_Trajectory,delta_excess_TrajectoryAlpha,delta_excess_TrajectorySize,delta_excess_EgoTrajectory,delta_excess_EgoTrajectoryAlpha,delta_excess_EgoTrajectorySize,delta_excess_PedestrianIntention,delta_excess_PedestrianIntentionSize,delta_excess_SemanticSegmentation,delta_excess_SemanticSegmentationAlpha,delta_excess_CarStatus,delta_excess_CarStatusAlpha,delta_excess_CoveredArea,delta_excess_CoveredAreaAlpha,delta_excess_CoveredAreaSize,delta_excess_OccludedCars
ehmi,composite,qpi,extra_trees,gaussian,0.05,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.173049801587382,0.023460996031747616,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,gaussian,0.5,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017000000000012783,7.942928765515919,0.15885857531031838,2.172701388889271,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,gaussian,0.5,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.093730107624367,0.14187460215248732,0.20013750000003405,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,gaussian,0.5,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.109770767195858,-0.02219541534391717,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,gaussian,1.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2948034722222861,20.747524731431092,0.4149504946286218,12.206907986112737,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,gaussian,1.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039730555555564706,13.717077737726576,0.27434155475453154,1.1314875000002456,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,gaussian,1.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9728936838624875,0.03945787367724973,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,gaussian,5.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24611388888892272,23.401264764133003,0.46802529528266007,12.466623611112267,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,gaussian,5.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039730555555564706,9.321549329901341,0.18643098659802682,1.1314875000002456,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,gaussian,5.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2568537698413316,0.02513707539682658,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,0.05,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.328076073233163,0.10656152146466324,3.991799206350114,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,0.05,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04252908850394732,-0.000850581770078962,0.07862777777778085,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,0.05,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44489166666661717,-0.008897833333332383,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,0.5,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.625400679888678,0.13250801359777353,1.5233623015880013,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,0.5,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016683802308836704,7.077944265938537,0.1415588853187707,0.10567103625543162,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,0.5,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9242607142856905,-0.018485214285713814,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,1.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14499682539683167,21.707399571214495,0.4341479914242899,7.748475595238764,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,1.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039730555555564706,8.975094790164245,0.1795018958032849,1.1314875000002456,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,1.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2700716076269103,0.04540143215253817,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,5.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004083333333826,20.196576933021873,0.40393153866043746,12.265277777779156,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,5.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039730555555564706,21.077137137351883,0.4215427427470377,1.1314875000002456,,,,,,,,,,,,,,,,
ehmi,composite,qpi,extra_trees,bias,5.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5570775462965294,0.05114155092593059,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,0.05,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.340654359067093,-0.06681308718134188,-0.016129166666683403,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,0.05,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9670521584895688,0.03934104316979137,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,0.05,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0168226190477014,-0.02033645238095405,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,0.5,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004253141534406701,0.7506330657771301,0.015012661315542575,0.1570922784397224,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,0.5,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.799866432179229,-0.05599732864358459,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,0.5,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4324982533671715,-0.008649965067343446,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,1.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032327510221265,0.0806465502044253,-0.016129166666683403,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,1.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975902867965374,0.01995180573593075,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,1.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9034200006012192,0.018068400012024366,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,5.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129166666683403,31.83059305519295,0.6366118611038589,0.6048437500006276,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,5.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2132380802072085,-0.044264761604144165,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,gaussian,5.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0922722823471531,0.021845445646943074,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,0.05,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.408079329004382,-0.04816158658008762,0.026106481481542154,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,0.05,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7609518747641388,0.01521903749528275,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,0.05,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7717074074075736,-0.03543414814815149,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,0.5,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5320205778019371,-0.010640411556038731,0.028533895502689255,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,0.5,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000750517075339,0.020015010341506767,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,0.5,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.545214721621015,-0.010904294432420303,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,1.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.995729166034153,0.19991458332068307,-0.0015411375661233961,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,1.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8637922258296236,-0.057275844516592456,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,1.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6890399410773753,0.0337807988215475,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,5.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.760622270322884,0.15521244540645768,0.025556746031779376,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,5.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33062975889842505,-0.006612595177968528,0.0,,,,,,,,,,,,,,,,
ehmi,composite,qnei,extra_trees,bias,5.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2318026654088072,0.024636053308176142,0.0,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,0.05,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32432638888890075,5.866682508354412,0.11733365016708819,5.457679563492306,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,0.05,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5144361111111229,10.702393595099057,0.21404787190198116,9.906873313492284,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,0.05,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048715145502666424,-0.16113806216938187,-0.0032227612433876063,-0.23943515211649924,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,0.5,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54847916666668,11.307348224728845,0.22614696449457683,9.787908730158954,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,0.5,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582401388888905,13.250201587301664,0.26500403174603326,11.189742063492375,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,0.5,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01390158730159019,0.31930595238100423,0.006386119047620098,0.05837063492066363,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,1.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5826111111111256,13.587444642857559,0.2717488928571512,11.101988591270114,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,1.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5451833333333465,10.913554365079602,0.21827108730159206,10.183776091270069,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,1.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01390158730159019,0.15283412698417465,0.0030566825396834973,0.05837063492066363,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,5.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6429625000000208,23.370932572751723,0.4674186514550345,13.42551706349257,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,5.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516033333333346,10.962255388471373,0.2192451077694274,10.079498459691116,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,gaussian,5.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0058707341269919056,1.2265043650793928,0.02453008730158779,-0.09146145833338437,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,0.05,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44486805555556863,8.176979365079507,0.16353958730159013,7.433265674603355,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,0.05,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3382694444444452,8.74616825396848,0.17492336507936956,8.646944146825668,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,0.05,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01390158730159019,0.7406779761905504,0.014813559523811026,0.05837063492066363,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,0.5,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5911250000000159,12.421505753968557,0.24843011507937107,11.429773313492383,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,0.5,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4598958333333387,11.190366499582456,0.2238073299916491,9.508278174603323,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,0.5,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009490178571427421,0.5508425595238613,0.01101685119047724,0.03410788690476707,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,1.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5875694444444601,13.477607142857519,0.26955214285715035,11.292884424603493,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,1.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5261388888889016,11.386901587301754,0.22773803174603502,9.905280257936717,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,1.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01390158730159019,0.10268392857148356,0.0020536785714296846,0.05837063492066363,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,5.0,10,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35056250000000144,16.876150437467903,0.33752300874935803,10.117339285714444,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,5.0,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44234583333334054,12.78389394841287,0.25567787896825744,9.933668452380964,,,,,,,,,,,,,,,,
ehmi,composite,greedy,extra_trees,bias,5.0,40,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006331349206352144,0.8294147817460527,0.016588295634921035,0.0067736111111607045,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,0.05,10,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.627653897029294,0.03255307794058593,2.1947200345955546,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,0.05,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3668531847782184,-0.007337063695564333,0.0,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,0.05,40,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5290505291006884,0.03058101058201379,0.0,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,0.5,10,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07638888888890705,4.920685318154792,0.09841370636309588,2.4646944444450027,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,0.5,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2397261844639473,0.04479452368927894,-0.0012916666666740184,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,0.5,40,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6127390873017795,0.03225478174603563,0.0,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,1.0,10,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10840972222226952,7.208654488653121,0.14417308977306242,4.765806250001345,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,1.0,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006458333333370092,3.476963359789078,0.06953926719578157,0.0171145833334303,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,1.0,40,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.066119642857462,0.021322392857149264,0.0,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,5.0,10,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12248750000004183,24.70292532305754,0.4940585064611508,4.127749305556822,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,5.0,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006458333333370092,16.9042330600815,0.33808466120162994,0.0171145833334303,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,gaussian,5.0,40,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.632285714285999,0.07264571428571998,0.0,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,bias,0.05,10,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0847442129630345,0.06169488425926073,0.17988611111108233,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,bias,0.05,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33227870191631226,0.006645574038326274,0.0,,,,,,,,,,,,,,,,
ehmi,composite,logei,extra_trees,bias,0.05,40,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1264257936509026,0.022528515873018073,0.0,,,,,,,,,,,,,,,,
